央视频道,#genre#
CCTV1,http://58.35.103.48:3333/rtp/233.18.204.168:5140
CCTV1,http://58.35.103.48:3333/rtp/233.18.204.52:5140
CCTV2,http://58.35.103.48:3333/rtp/233.18.204.68:5140
CCTV3,http://58.35.103.48:3333/rtp/233.18.204.69:5140
CCTV4,http://58.35.103.48:3333/rtp/233.18.204.70:5140
CCTV5,http://58.35.103.48:3333/rtp/233.18.204.71:5140
CCTV5+,http://58.35.103.48:3333/rtp/233.18.204.67:5140
CCTV6,http://58.35.103.48:3333/rtp/233.18.204.72:5140
CCTV7,http://58.35.103.48:3333/rtp/233.18.204.73:5140
CCTV8,http://58.35.103.48:3333/rtp/233.18.204.74:5140
CCTV9,http://58.35.103.48:3333/rtp/233.18.204.75:5140
CCTV10,http://58.35.103.48:3333/rtp/233.18.204.76:5140
CCTV11,http://58.35.103.48:3333/rtp/233.18.204.77:5140
CCTV12,http://58.35.103.48:3333/rtp/233.18.204.78:5140
CCTV13,http://58.35.103.48:3333/rtp/233.18.204.79:5140
CCTV14,http://58.35.103.48:3333/rtp/233.18.204.80:5140
CCTV15,http://58.35.103.48:3333/rtp/233.18.204.81:5140
CCTV16,http://58.35.103.48:3333/rtp/233.18.204.82:5140
CCTV17,http://58.35.103.48:3333/rtp/233.18.204.83:5140
CETV1,http://58.35.103.48:3333/rtp/233.18.204.98:5140
CETV4,http://58.35.103.48:3333/rtp/233.18.204.111:5140
CCTV1,http://218.81.49.95:10010/rtp/233.18.204.168:5140
CCTV1,http://218.81.49.95:10010/rtp/233.18.204.52:5140
CCTV2,http://218.81.49.95:10010/rtp/233.18.204.68:5140
CCTV3,http://218.81.49.95:10010/rtp/233.18.204.69:5140
CCTV4,http://218.81.49.95:10010/rtp/233.18.204.70:5140
CCTV5,http://218.81.49.95:10010/rtp/233.18.204.71:5140
CCTV5+,http://218.81.49.95:10010/rtp/233.18.204.67:5140
CCTV6,http://218.81.49.95:10010/rtp/233.18.204.72:5140
CCTV7,http://218.81.49.95:10010/rtp/233.18.204.73:5140
CCTV8,http://218.81.49.95:10010/rtp/233.18.204.74:5140
CCTV9,http://218.81.49.95:10010/rtp/233.18.204.75:5140
CCTV10,http://218.81.49.95:10010/rtp/233.18.204.76:5140
CCTV11,http://218.81.49.95:10010/rtp/233.18.204.77:5140
CCTV12,http://218.81.49.95:10010/rtp/233.18.204.78:5140
CCTV13,http://218.81.49.95:10010/rtp/233.18.204.79:5140
CCTV14,http://218.81.49.95:10010/rtp/233.18.204.80:5140
CCTV15,http://218.81.49.95:10010/rtp/233.18.204.81:5140
CCTV16,http://218.81.49.95:10010/rtp/233.18.204.82:5140
CCTV17,http://218.81.49.95:10010/rtp/233.18.204.83:5140
CETV1,http://218.81.49.95:10010/rtp/233.18.204.98:5140
CETV4,http://218.81.49.95:10010/rtp/233.18.204.111:5140

卫视频道,#genre#
重庆卫视,http://58.35.103.48:3333/rtp/233.18.204.100:5140
江苏卫视,http://58.35.103.48:3333/rtp/233.18.204.85:5140
浙江卫视,http://58.35.103.48:3333/rtp/233.18.204.84:5140
东方卫视,http://58.35.103.48:3333/rtp/233.18.204.51:5140
深圳卫视,http://58.35.103.48:3333/rtp/233.18.204.89:5140
北京卫视,http://58.35.103.48:3333/rtp/233.18.204.87:5140
山东卫视,http://58.35.103.48:3333/rtp/233.18.204.91:5140
天津卫视,http://58.35.103.48:3333/rtp/233.18.204.97:5140
贵州卫视,http://58.35.103.48:3333/rtp/233.18.204.101:5140
云南卫视,http://58.35.103.48:3333/rtp/233.18.204.106:5140
广西卫视,http://58.35.103.48:3333/rtp/233.18.204.107:5140
黑龙江卫视,http://58.35.103.48:3333/rtp/233.18.204.90:5140
安徽卫视,http://58.35.103.48:3333/rtp/233.18.204.93:5140
山西卫视,http://58.35.103.48:3333/rtp/233.18.204.211:5140
江西卫视,http://58.35.103.48:3333/rtp/233.18.204.95:5140
湖北卫视,http://58.35.103.48:3333/rtp/233.18.204.92:5140
旅游卫视,http://58.35.103.48:3333/rtp/233.18.204.102:5140
陕西卫视,http://58.35.103.48:3333/rtp/233.18.204.223:5140
东南卫视,http://58.35.103.48:3333/rtp/233.18.204.94:5140
吉林卫视,http://58.35.103.48:3333/rtp/233.18.204.108:5140
辽宁卫视,http://58.35.103.48:3333/rtp/233.18.204.96:5140
内蒙古卫视,http://58.35.103.48:3333/rtp/233.18.204.217:5140
湖南卫视,http://58.35.103.48:3333/rtp/233.18.204.86:5140
广东卫视,http://58.35.103.48:3333/rtp/233.18.204.88:5140
河南卫视,http://58.35.103.48:3333/rtp/233.18.204.105:5140
河北卫视,http://58.35.103.48:3333/rtp/233.18.204.103:5140
宁夏卫视,http://58.35.103.48:3333/rtp/233.18.204.230:5140
甘肃卫视,http://58.35.103.48:3333/rtp/233.18.204.110:5140
青海卫视,http://58.35.103.48:3333/rtp/233.18.204.112:5140
新疆卫视,http://58.35.103.48:3333/rtp/233.18.204.220:5140
西藏卫视,http://58.35.103.48:3333/rtp/233.18.204.222:5140
兵团卫视,http://58.35.103.48:3333/rtp/233.18.204.221:5140
三沙卫视,http://58.35.103.48:3333/rtp/233.18.204.172:5140
重庆卫视,http://218.81.49.95:10010/rtp/233.18.204.100:5140
江苏卫视,http://218.81.49.95:10010/rtp/233.18.204.85:5140
浙江卫视,http://218.81.49.95:10010/rtp/233.18.204.84:5140
东方卫视,http://218.81.49.95:10010/rtp/233.18.204.51:5140
深圳卫视,http://218.81.49.95:10010/rtp/233.18.204.89:5140
北京卫视,http://218.81.49.95:10010/rtp/233.18.204.87:5140
山东卫视,http://218.81.49.95:10010/rtp/233.18.204.91:5140
天津卫视,http://218.81.49.95:10010/rtp/233.18.204.97:5140
贵州卫视,http://218.81.49.95:10010/rtp/233.18.204.101:5140
云南卫视,http://218.81.49.95:10010/rtp/233.18.204.106:5140
广西卫视,http://218.81.49.95:10010/rtp/233.18.204.107:5140
黑龙江卫视,http://218.81.49.95:10010/rtp/233.18.204.90:5140
安徽卫视,http://218.81.49.95:10010/rtp/233.18.204.93:5140
山西卫视,http://218.81.49.95:10010/rtp/233.18.204.211:5140
江西卫视,http://218.81.49.95:10010/rtp/233.18.204.95:5140
湖北卫视,http://218.81.49.95:10010/rtp/233.18.204.92:5140
旅游卫视,http://218.81.49.95:10010/rtp/233.18.204.102:5140
陕西卫视,http://218.81.49.95:10010/rtp/233.18.204.223:5140
东南卫视,http://218.81.49.95:10010/rtp/233.18.204.94:5140
吉林卫视,http://218.81.49.95:10010/rtp/233.18.204.108:5140
辽宁卫视,http://218.81.49.95:10010/rtp/233.18.204.96:5140
内蒙古卫视,http://218.81.49.95:10010/rtp/233.18.204.217:5140
湖南卫视,http://218.81.49.95:10010/rtp/233.18.204.86:5140
广东卫视,http://218.81.49.95:10010/rtp/233.18.204.88:5140
河南卫视,http://218.81.49.95:10010/rtp/233.18.204.105:5140
河北卫视,http://218.81.49.95:10010/rtp/233.18.204.103:5140
宁夏卫视,http://218.81.49.95:10010/rtp/233.18.204.230:5140
甘肃卫视,http://218.81.49.95:10010/rtp/233.18.204.110:5140
青海卫视,http://218.81.49.95:10010/rtp/233.18.204.112:5140
新疆卫视,http://218.81.49.95:10010/rtp/233.18.204.220:5140
西藏卫视,http://218.81.49.95:10010/rtp/233.18.204.222:5140
兵团卫视,http://218.81.49.95:10010/rtp/233.18.204.221:5140
三沙卫视,http://218.81.49.95:10010/rtp/233.18.204.172:5140
